"datetime_fitted","manual_fit","Region","Year","Mean","Median","StDev","t.start.","t.max.","t.end.","t.duration.","Magnitude.real.","Magnitude.fit.","Amplitude.real.","Amplitude.fit.","Flags","B0","h","sigma","beta","failure_code","RMSE","settings_region","settings_sat_alg","settings_concentration_type","settings_cell_size_model1","settings_cell_size_model2","settings_year","settings_interval","settings_log_chla","settings_yearday_slide","settings_percent","settings_outlier","settings_dailystat","settings_pixrange1","settings_pixrange2","settings_fitmethod","settings_bloomShape","settings_smoothMethod","settings_loessSpan","settings_t_range","settings_ti_limits","settings_tm_limits","settings_ti_threshold_type","settings_ti_threshold_constant","settings_tm","settings_beta","settings_use_weights","settings_rm_bkrnd","settings_flag1_lim1","settings_flag1_lim2","settings_flag2_lim1","settings_flag2_lim2","settings_threshcoef","settings_fullrunoutput_png","settings_fullrunoutput_statcsv","settings_fullrunyears","settings_fullrunboxes","settings_box","settings_custom_name","settings_polylon","settings_polylat"
"20230322_094441",FALSE,"WSS_V02",2006,0.945984895595424,0.696383306655036,2.30162444657454,79,92,105,26,72.070901196955,66.3827733116644,7.76026229245383,5.43938546216594,1,-0.198735918113329,17.4162886408944,7.10554327047983,5.14701320835091e-05,0,0.174487684607174,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2007,0.821167247434463,0.664998434973296,2.28833378721888,78,96,114,36,91.2167511025037,90.8679728817989,9.34096662661743,5.54797708053607,1,-0.208689796098249,24.8114319155084,9.6596011860569,-0.000299930100576857,0,0.180954464831729,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2008,0.654907273745154,0.543854247476891,1.74235734384246,94,108,122,28,27.0375201462382,20.0113741314794,4.18823409830701,1.31267742230782,12,-0.167293569145221,9.99951404519296,7.65254392067316,-0.000743149975447465,0,0.16904722852792,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2009,0.895495640899271,0.840713287196151,2.1761226844778,92,100,108,16,63.7147471546583,46.9196727454272,11.3229379691885,6.28631934893591,12,0.186336561053441,10.0584450504873,4.27692773312007,-0.00272973110619605,0,0.215086324013502,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2010,0.68648929546896,0.642259586214902,1.77416129769585,80,91,102,22,59.7424640284609,28.2889597825427,9.91892069526613,2.46039961673464,125,-0.0245704106133687,9.82674188143603,6.02037809835087,-0.00138315329491945,0,0.152220887074937,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2011,0.810976708963217,0.736124401332514,1.64075821812905,98,108,118,20,34.2422102488861,24.638491375159,4.11819218950285,2.50142029810787,12,0.0177909878518748,7.928846637228,5.05008276262195,-0.00119285153904662,0,0.142955636870725,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230321_123016",TRUE,"WSS_V02",2012,0.903836640036061,0.959982339734696,1.80260396121361,78,89,100,22,17.5060120854665,20.4598168301265,1.65986585875593,1.80300471803017,2,0.316188199233703,7.90535571395424,5.69240532288197,-0.00530358638868229,0,0.164578964869142,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2012","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","43,128","43,89","57,104","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","WSS_V02","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2013,0.781361459397767,0.694241734316531,1.72965409020727,82,105,128,46,49.5518746345181,36.7186393618655,2.68836126831825,1.5055266513208,12,-0.387723841235211,18.1844207978764,12.4621270468584,0.00109597778802378,0,0.144700197331986,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2014,0.905490249077879,0.808684977832948,1.86336308690132,78,96,114,36,39.9664577127442,41.547387438676,2.90866050083155,2.21679259620348,NA,-0.178032841352005,14.5016294901905,9.61578332180994,0.000491526729516191,0,0.227164004740724,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2015,0.635550895337384,0.550291080061088,2.03229555867824,101,113,125,24,62.5926844965125,31.3042816788779,18.4660362487476,2.6359358830169,12,-0.0989452277558586,12.3920896263133,6.43874280864032,-0.00147477931138695,0,0.164286453517204,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2016,0.707841385253982,0.638653024244659,1.58851190235474,88,97,106,18,8.67165849160157,6.92094990834383,1.28814941308207,0.679091532324275,12,0.181492312991187,2.99502887505632,4.64478687371559,-0.00265028221344642,0,0.123327598362412,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2017,0.800711988715123,0.648053190706628,2.15433152579979,87,100,113,26,56.0497790655039,45.3111871644832,14.2712563822442,3.41559983611205,12,0.0837710133926648,13.6386080873975,7.19897043904101,-0.00222317092990964,0,0.146698988034363,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230321_122759",TRUE,"WSS_V02",2018,0.805165903772054,0.840443832934149,1.56765552820979,83,91,99,16,12.7127734597808,11.8409259386491,1.39498018528826,1.41427705255242,NA,0.242543905547593,4.911898842633,4.09271471100433,-0.00434664804934193,0,0.0999666938624702,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2018","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","43,128","43,89","57,104","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","WSS_V02","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2019,0.782336878515368,0.636921099752256,2.00074021780595,85,99,113,28,92.6567589584311,76.0448506903802,12.0734424026488,5.74678325521261,12,-0.087214347963159,19.0757826099484,7.73072099516472,-0.000911484803989365,0,0.145253651141616,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2020,0.92917696900793,0.807457181674608,2.10184625848057,94,105,116,22,64.2602504612434,52.2979475727439,14.7636653331881,4.92294523863377,12,0.00349886430494786,13.1688604345407,5.98355195307351,-0.00121511627544833,0,0.198640816128993,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"WSS_V02",2021,0.953487748642762,0.733425042415506,2.19746695097527,74,97,120,46,92.6404293940544,78.9038369927849,7.14791332397145,3.42711298660516,1,-0.0170953484050685,24.0451077200133,12.5018237128053,-0.00138028896162859,0,0.180613427166802,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230321_122637",TRUE,"WSS_V02",2022,2.40082919640533,2.23216776874992,2.06050695471374,37,59,81,44,154.071515973019,65.431699697556,23.9827185730891,2.67441341976599,12,0.208795701995623,13.0313134780255,11.9298101305964,-0.000322122194462707,0,0.265692254060553,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","1,105","37,89","38,90","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","WSS_V02","",NA,NA
