"datetime_fitted","manual_fit","Region","Year","Mean","Median","StDev","t.start.","t.max.","t.end.","t.duration.","Magnitude.real.","Magnitude.fit.","Amplitude.real.","Amplitude.fit.","Flags","B0","h","sigma","beta","failure_code","RMSE","settings_region","settings_sat_alg","settings_concentration_type","settings_cell_size_model1","settings_cell_size_model2","settings_year","settings_interval","settings_log_chla","settings_yearday_slide","settings_percent","settings_outlier","settings_dailystat","settings_pixrange1","settings_pixrange2","settings_fitmethod","settings_bloomShape","settings_smoothMethod","settings_loessSpan","settings_t_range","settings_ti_limits","settings_tm_limits","settings_ti_threshold_type","settings_ti_threshold_constant","settings_tm","settings_beta","settings_use_weights","settings_rm_bkrnd","settings_flag1_lim1","settings_flag1_lim2","settings_flag2_lim1","settings_flag2_lim2","settings_threshcoef","settings_fullrunoutput_png","settings_fullrunoutput_statcsv","settings_fullrunyears","settings_fullrunboxes","settings_box","settings_custom_name","settings_polylon","settings_polylat"
"20230322_094441",FALSE,"GB_V02",2010,3.27666226201574,2.91289514552458,1.87244110123215,101,114,127,26,287.110782286954,234.830770608813,38.6219191742619,19.675072350288,12,0.337601008289665,16.1654015217727,6.83770307417854,0.000576411705039463,0,0.140474605093506,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2011,3.10867732220942,2.39257832660952,2.28766495579871,81,100,119,38,331.862848686666,296.648766382189,20.1814186162321,16.8812415530684,NA,0.251786021296357,25.1710994080316,10.2247989725577,0.000413066133927967,0,0.149241777565179,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2012,3.0375560308033,2.92939219071649,1.52456195226757,89,98,107,18,49.1614992770711,38.8634349350964,7.26497883436136,4.0805458490847,12,0.371512982871681,4.44948412139536,4.51312561247678,0.000722930908357074,0,0.150043067221683,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2013,3.02137408050858,2.96056897944935,1.65322547951744,114,125,136,22,71.307028241,68.1942641174644,11.96174718201,5.83758562763668,1,0.560035297850339,7.36680237092209,5.7963482398839,-0.00111166587075073,0,0.136297812248777,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230321_121607",TRUE,"GB_V02",2014,4.18957631536024,3.94854637437922,2.2789003793299,66,86,106,40,260.165041768122,238.807268895076,20.8753904797542,11.53940839331,1,0.53742613646737,19.0996002088356,10.9930252239265,-0.000813896194667798,0,0.276025343228504,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2014","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","16,152","55,92","85,129","percent_thresh","0.1","FALSE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","GB_V02","",NA,NA
"20230322_094441",FALSE,"GB_V02",2015,3.14466010065735,3.00177480042894,1.84273354040073,68,91,114,46,175.447083600967,159.909709240364,18.0142532615779,6.35667559146239,15,0.554426226734703,15.6628361710731,12.5257833394904,-0.000927848125666342,0,0.202272008410981,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2016,4.00754136804865,3.74480099488522,1.71413614054552,69,91,113,44,279.676150196239,241.969930378531,40.6993290836012,10.3985906463858,15,0.698970004336019,16.6417991529256,11.7927002721794,-0.00116697679903419,0,0.171579702640807,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2017,2.90526587762369,2.76485209451907,1.60013501351487,104,116,128,24,52.9804331136509,57.6533989945983,4.76356555898666,4.38752801385952,NA,0.591659303829852,6.41279300348133,6.30496762142436,-0.0011939209182114,0,0.180188907899644,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2018,3.45096461993987,3.34298059724914,1.5205897893346,81,93,105,24,94.0305455033594,72.2610714305942,10.6009079285374,5.45728622482344,12,0.501566954124607,6.89169725626044,6.42352613494227,0.000110598716578836,0,0.14328923225854,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2019,2.76842257442721,2.50748152313178,1.50532510989938,75,91,107,32,45.9250995398656,47.7912315684107,7.25934278283324,2.62412040335965,15,0.37698809397554,6.74544118243992,8.51428017299388,0.000136640691204208,0,0.153638742089763,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2020,3.20715106106925,3.25644402056737,1.36523406231998,74,141,208,134,165.322525621314,154.984711984903,2.90973214398778,1.94713899393094,1,0.514584885398547,25.4062528063928,36.9029746127865,-0.00121088250309788,0,0.0967172948516778,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2021,2.3268108872539,2.34940420574726,1.49494804108104,118,137,156,38,30.882827890971,20.2453473359904,1.87616895981323,0.880685284491493,12,0.460374008072021,3.70755184355395,10.2144510747009,-0.000824550173090031,0,0.162369819672474,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"GB_V02",2022,3.03070525970671,3.11279122317158,1.52409225651575,93,118,143,50,87.5313076284528,62.8504320502662,3.45936779396454,2.11022171977501,12,0.541355048525728,8.01845562045088,13.6544476799329,-0.000604745829557033,0,0.164728926272286,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2002,0.330120009247194,0.329655052512478,1.3220573733461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2003,0.82781367227855,0.752798246461261,2.82738689778573,78,99,120,42,169.528174796203,89.0124518450847,42.302543568405,4.41672028871243,12,0.0835527074117869,27.1908798712382,11.5726409474536,-0.00325746952341351,0,0.257183197350244,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_101343",TRUE,"HL2",2004,0.843033375466773,0.853820410727809,1.85454927798689,83,102,121,38,48.0759934024426,39.6463221579556,3.12519419404918,1.99795135076032,12,0.106346703720911,14.431766465868,10.0589948638182,-0.00238062883828063,0,0.153563617264159,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2004","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","28,223","52,131","71,136","percent_thresh","0.1","TRUE","TRUE","FALSE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2005,0.689448205535386,0.559025413663613,2.09942716456979,79,91,103,24,39.3265124353118,51.0978123576259,3.17007747538335,4.44982961050092,125,-0.000738745633825987,14.1467989639932,6.44991850010323,-0.00179971883284219,0,0.247471504824803,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2006,1.03963881020019,0.907512709691915,2.22596907160147,81,94,107,26,52.8342528867279,49.014782646294,5.78064655980971,3.81374572090335,1,0.302144625381209,11.6945929633001,6.75555471145834,-0.00332319236030297,0,0.192300743687709,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2007,1.05346670675508,0.833507191624982,2.84851441440543,70,93,116,46,147.472443968018,143.759000986436,8.79976670595773,6.87745451257173,NA,0.00750762426930966,32.140735884501,12.3708798909258,-0.00177079942269063,0,0.216288519392162,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2008,0.842114460288955,0.771183226028145,2.10291953538728,92,100,108,16,33.2306154998024,34.8108810508603,5.50538207655375,4.5832839330515,NA,0.189321414774604,8.62579661708774,4.17815227400542,-0.00281128435047182,0,0.203351468037881,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2009,1.15873383473409,1.41286068050382,2.91494485715994,94,102,110,16,72.9156423541991,58.6071591518758,16.5096603744256,7.67296444973836,12,0.698970004336019,10.0354933177072,4.35610173882123,-0.00664044843634052,0,0.215859082175346,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2010,0.92901287744371,0.916208366999823,2.03608755804548,81,91,101,20,39.4694230299036,20.4380829913108,5.4772793461324,1.81371499278647,125,0.235140479561534,5.95934493970774,5.50431084677635,-0.00228469369271846,0,0.259302329856839,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_101426",TRUE,"HL2",2011,0.901951429251137,0.950046607670169,1.9900575313965,98,105,112,14,13.0490561830075,13.3760529430782,2.12246292857679,1.75350002776493,NA,0.343350311605236,4.08518694253318,3.70557547297491,-0.00326889875607097,0,0.210467625189137,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2011","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","28,223","52,131","71,136","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CSS_V01,CSS_V02,ESS_V01,ESS_V02,GB_V01,GB_V02,LS_V01,LS_V02,WSS_V01,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2012,0.688445569476703,0.523449393317437,2.21939649511438,77,91,105,28,66.2164525507099,47.849053873621,8.49248996397987,3.44454861615124,125,-0.0274983513992355,15.3776913336101,7.63759790129024,-0.00180521409267393,0,0.199122262321447,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2013,0.832921035374406,0.831156906060427,1.98450613060563,92,102,112,20,68.7576766513072,40.7426230262587,13.1645051492853,4.18238429890781,12,-0.035319323905465,11.0874010449315,5.37932421107178,-0.000927947171259855,0,0.219968828459545,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2014,0.95992394398451,0.850765995859015,2.47158256127194,76,94,112,36,89.8140957539604,75.2074606030374,6.27618987228027,4.03170358744994,12,0.296091289547863,17.5926375498431,9.94504899012536,-0.00320305628874949,0,0.263027299997098,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2015,0.774003652892884,0.74580168713409,2.30195384179052,98,110,122,24,109.943792588858,77.0500994555151,20.4091157967767,7.36747812123191,12,0.18332751656644,16.6032891465803,6.22204865674668,-0.00310389003859042,0,0.159834766203863,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2016,0.900729474592384,0.825532008078658,1.97234499387599,81,93,105,24,45.822291074308,34.5674663904033,4.68034732024556,2.70117234278894,12,0.375947919031058,8.30773929141901,6.38189826709852,-0.00330422827733803,0,0.158190894601984,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2017,0.779535139010848,0.64632488189684,2.04532746468052,82,96,110,28,40.8336264369702,39.4102995032954,4.67346780426557,2.62965052346869,1,0.197480913944718,11.9839763912541,7.77225210708152,-0.0028337463306158,0,0.175062001045633,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2018,0.946348317397521,0.890196295535068,2.30962132224355,82,92,102,20,53.7300959238996,49.4883100446672,8.69975724371026,4.85222637026702,1,0.410667167943849,10.2656697206313,5.50576106911435,-0.0041541943154506,0,0.166549169649378,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2019,1.06507974022401,0.927609855580454,2.37839818378491,86,100,114,28,253.843651252664,166.156434010507,39.4836488025716,14.2028161096428,12,0.208808175324544,21.7123773818913,7.25806288269734,-0.00221112195637931,0,0.188622292053546,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2020,0.942241537255185,0.879515308780831,2.51569343264991,98,109,120,22,76.9264480853703,41.1026975169917,18.3877161820982,3.67199848712842,12,0.33162503178058,10.814754694733,5.98601464583512,-0.00363165022153568,0,0.267850205672039,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2021,1.20730787823937,1.08199984839238,2.01441907557557,76,91,106,30,68.0389467893645,72.1168032750894,7.51680493964007,4.68100445362048,15,0.156116512682516,15.4209208565882,8.31970399256797,-0.00151518545436187,0,0.199742238387325,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"HL2",2022,0.96612621958153,0.717509092820446,2.53199838359412,100,110,120,20,55.6466066799739,48.2395655131843,11.9986415774929,5.17546234258199,1,0.440157310404512,9.91149739654692,5.03666421953356,-0.00394057375890568,0,0.215766546256572,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2002,2.28506875481653,2.32614624874502,1.34657699550562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2003,1.15913973720667,1.01914466936497,1.87637641468576,97,106,115,18,49.4484324236498,41.1205798001782,6.87801707889706,4.48769149440483,12,-0.28334485066999,9.79348624359656,5.01611635913185,0.00222173237619646,0,0.160919473917924,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2004,0.952248559814381,0.940980097979602,1.40127632368789,107,116,125,18,14.2831542945167,14.3668714277028,2.08143597039091,1.53883660973775,1,-0.0880775003850528,4.86754883352773,4.4779243813369,0.000355076268657733,0,0.111198057297934,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2005,1.06247562794046,1.02918853616237,1.47079602095091,101,107,113,12,9.37066613672826,6.22025039473148,1.81269968140193,0.963877942549903,12,-0.0568520338626222,2.17280928425029,2.94969026794522,0.000516954055168422,0,0.148055060958758,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2006,1.1634751496926,1.11945654148832,1.91882740104446,81,94,107,26,44.6291758140707,45.7762865247128,4.21740403453912,3.46302261567029,NA,-0.251485382139864,12.9371191361576,7.0915506472381,0.00162919384160857,0,0.18750291321966,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
"20230322_094441",FALSE,"LS_V02",2007,0.984381733879232,0.97919835971393,1.75699245783879,82,98,114,32,41.6333394052546,38.326232464895,2.55019135906986,2.2627921592299,NA,-0.301753390575302,13.4042565807464,8.75101930410334,0.00170712827741588,0,0.18432846854391,"atlantic","modisaquar2022.0_chlpoly4","full","small","small","2022","daily","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","52,176","91,180","percent_thresh","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2002,2022","CS_V02,CSS_V02,ESS_V02,GB_V02,HL2,LS_V02,P5,WSS_V02","HL2","",NA,NA
