"datetime_fitted","manual_fit","Region","Year","Mean","Median","StDev","t.start.","t.max_real.","t.max_fit.","t.end.","t.duration.","Magnitude.real.","Magnitude.fit.","Amplitude.real.","Amplitude.fit.","Flags","B0","h","sigma","beta","failure_code","RMSE","settings_region","settings_sat_alg","settings_concentration_type","settings_cell_size_model1","settings_cell_size_model2","settings_year","settings_composite","settings_log_chla","settings_yearday_slide","settings_percent","settings_outlier","settings_dailystat","settings_pixrange1","settings_pixrange2","settings_fitmethod","settings_bloomShape","settings_smoothMethod","settings_loessSpan","settings_t_range","settings_ti_limits","settings_tm_limits","settings_ti_threshold_type","settings_ti_threshold_percent","settings_ti_threshold_constant","settings_tm","settings_beta","settings_use_weights","settings_rm_bkrnd","settings_flag1_lim1","settings_flag1_lim2","settings_flag2_lim1","settings_flag2_lim2","settings_threshcoef","settings_fullrunoutput_png","settings_fullrunoutput_statcsv","settings_fullrunyears","settings_fullrunboxes","settings_box","settings_custom_name","settings_polystr"
"20240115_000000",FALSE,"MS_V02",2012,1.437516756,0.988780778,2.848535954,62,82,93,124,62,268.6601798,236.8891858,15.65507894,9.500079931,1,-0.967125847,65.59511078,17.13366179,0.004630323,0,0.164498169,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2013,1.140145334,1.097799232,1.688340041,66,92,99,132,66,69.24743102,66.43064482,3.976759579,1.903342237,1,-0.48188215,28.66451459,18.1145012,0.002482091,0,0.159084592,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2014,1.374441887,1.400228473,2.178242699,91,119,114,137,46,129.6848434,138.1098974,10.19588479,7.405907481,1,-1.790523874,48.83894848,12.70949829,0.01,0,0.136580229,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2015,1.352768918,1.137226896,1.911445864,97,126,118,139,42,97.18345916,91.67535481,9.152090353,4.554319514,1,-0.488759663,25.53729315,11.38215512,0.002637753,0,0.158010811,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2016,1.135576948,1.063752951,2.326989241,83,111,105,127,44,133.8982428,136.410396,6.881667702,6.993601839,NA,-0.583502328,34.74561617,11.99995395,0.002900706,0,0.199679126,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2017,1.57644033,1.843091433,1.847279106,83,109,101,119,36,53.98177511,55.13259326,3.980343784,3.002303,NA,-0.500073856,15.91805493,9.583669691,0.004172226,0,0.181074617,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2018,1.221522027,1.060794153,2.230066078,50,111,94,138,88,197.3302564,173.7925613,7.719051419,4.746833129,1,-1.577160484,92.80509152,24.34149162,0.007934375,0,0.150819548,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2019,0.957736191,0.916319816,1.815065434,97,122,117,137,40,67.77327004,83.56270213,5.608321534,4.332454992,2,-0.556947098,25.52685042,11.03278089,0.002785061,0,0.140242647,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2020,1.257874341,0.803694537,2.825711821,89,107,108,127,38,145.0771895,143.0108589,11.51393254,8.693555189,NA,-0.45549566,32.8479273,10.45895232,0.001543662,0,0.107919078,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
"20240115_000000",FALSE,"MS_V02",2021,0.883709866,0.787907415,1.848596482,96,114,112,128,32,55.31348429,59.32992139,4.395742562,3.8146265,NA,-0.260578077,17.93016428,8.612627362,0.000722461,0,0.128311675,"gosl4km","modisaquar2022.0_chleof","full","small","small","2023","1","TRUE","1","20","sd3","average","","","gauss","symmetric","loess","0.2","31,220","58,150","91,181","percent_thresh","20","0.1","TRUE","TRUE","TRUE","TRUE","0.75","1.25","0.85","1.15","1.05","TRUE","TRUE","2003,2023","CS_V02,MS_V02,NEGSL_V02,NWGSL_V02","custom","",NA
